emotion,
neutral,
angry,
angry,
fearful,
neutral,
angry,
angry,
neutral,
disgusted,
fearful,
angry,
angry,
surprised,
neutral,
disgusted,
disgusted,
angry,
surprised,
disgusted,
angry,
surprised,
fearful,
angry,
neutral,
angry,
neutral,
surprised,
angry,
sad,
angry,
disgusted,
neutral,
neutral,
surprised,
disgusted,
surprised,
disgusted,
angry,
fearful,
angry,
fearful,
neutral,
neutral,
angry,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
sad,
neutral,
surprised,
surprised,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
neutral,
angry,
angry,
disgusted,
angry,
surprised,
neutral,
disgusted,
disgusted,
fearful,
surprised,
surprised,
angry,
angry,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
angry,
disgusted,
disgusted,
sad,
angry,
sad,
angry,
angry,
neutral,
fearful,
sad,
disgusted,
surprised,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
fearful,
disgusted,
disgusted,
sad,
surprised,
angry,
neutral,
neutral,
neutral,
neutral,
angry,
neutral,
disgusted,
fearful,
angry,
disgusted,
neutral,
disgusted,
angry,
fearful,
disgusted,
neutral,
disgusted,
angry,
angry,
neutral,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
angry,
disgusted,
surprised,
fearful,
neutral,
disgusted,
surprised,
fearful,
fearful,
disgusted,
angry,
angry,
angry,
surprised,
disgusted,
fearful,
neutral,
angry,
neutral,
fearful,
angry,
surprised,
disgusted,
fearful,
fearful,
angry,
angry,
disgusted,
surprised,
angry,
neutral,
fearful,
angry,
sad,
disgusted,
disgusted,
surprised,
disgusted,
fearful,
surprised,
angry,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
surprised,
fearful,
angry,
neutral,
angry,
fearful,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
sad,
disgusted,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
neutral,
angry,
surprised,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
fearful,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
fearful,
angry,
neutral,
angry,
angry,
angry,
surprised,
neutral,
angry,
surprised,
neutral,
angry,
disgusted,
angry,
disgusted,
surprised,
angry,
disgusted,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
angry,
neutral,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
neutral,
disgusted,
fearful,
surprised,
surprised,
neutral,
disgusted,
neutral,
neutral,
disgusted,
fearful,
disgusted,
angry,
neutral,
surprised,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
fearful,
neutral,
angry,
disgusted,
fearful,
neutral,
neutral,
fearful,
disgusted,
fearful,
disgusted,
disgusted,
disgusted,
neutral,
angry,
angry,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
disgusted,
angry,
angry,
fearful,
neutral,
angry,
surprised,
surprised,
angry,
surprised,
neutral,
neutral,
disgusted,
angry,
angry,
surprised,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
neutral,
surprised,
disgusted,
neutral,
angry,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
surprised,
disgusted,
disgusted,
angry,
neutral,
neutral,
disgusted,
disgusted,
angry,
surprised,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
fearful,
disgusted,
angry,
disgusted,
disgusted,
surprised,
fearful,
neutral,
fearful,
angry,
surprised,
angry,
fearful,
disgusted,
disgusted,
angry,
disgusted,
angry,
sad,
surprised,
disgusted,
disgusted,
fearful,
surprised,
fearful,
neutral,
neutral,
angry,
surprised,
disgusted,
angry,
neutral,
angry,
fearful,
disgusted,
neutral,
neutral,
angry,
neutral,
angry,
neutral,
fearful,
angry,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
angry,
neutral,
angry,
neutral,
surprised,
disgusted,
disgusted,
surprised,
sad,
angry,
disgusted,
disgusted,
angry,
fearful,
angry,
fearful,
fearful,
angry,
disgusted,
angry,
disgusted,
surprised,
angry,
disgusted,
disgusted,
angry,
neutral,
angry,
surprised,
disgusted,
surprised,
fearful,
disgusted,
fearful,
surprised,
disgusted,
angry,
surprised,
fearful,
angry,
disgusted,
disgusted,
fearful,
angry,
fearful,
angry,
neutral,
disgusted,
angry,
neutral,
surprised,
angry,
angry,
surprised,
surprised,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
angry,
angry,
neutral,
fearful,
disgusted,
angry,
angry,
angry,
angry,
neutral,
angry,
fearful,
angry,
fearful,
disgusted,
surprised,
disgusted,
neutral,
angry,
fearful,
angry,
surprised,
angry,
disgusted,
surprised,
disgusted,
angry,
angry,
surprised,
disgusted,
angry,
surprised,
neutral,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
neutral,
fearful,
neutral,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
angry,
angry,
disgusted,
neutral,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
disgusted,
surprised,
angry,
fearful,
fearful,
fearful,
angry,
angry,
fearful,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
surprised,
disgusted,
angry,
angry,
fearful,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
neutral,
neutral,
fearful,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
surprised,
angry,
fearful,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
angry,
neutral,
angry,
neutral,
fearful,
fearful,
disgusted,
neutral,
angry,
angry,
fearful,
disgusted,
fearful,
angry,
neutral,
disgusted,
disgusted,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
surprised,
fearful,
disgusted,
angry,
neutral,
angry,
fearful,
neutral,
neutral,
disgusted,
angry,
disgusted,
disgusted,
fearful,
angry,
angry,
angry,
surprised,
disgusted,
neutral,
disgusted,
neutral,
neutral,
neutral,
fearful,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
fearful,
angry,
angry,
angry,
angry,
angry,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
neutral,
neutral,
disgusted,
angry,
angry,
angry,
angry,
surprised,
angry,
disgusted,
fearful,
fearful,
surprised,
angry,
surprised,
neutral,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
angry,
angry,
disgusted,
fearful,
angry,
angry,
angry,
angry,
angry,
fearful,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
surprised,
neutral,
neutral,
angry,
surprised,
angry,
angry,
angry,
disgusted,
angry,
fearful,
neutral,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
neutral,
disgusted,
neutral,
disgusted,
surprised,
disgusted,
angry,
fearful,
fearful,
neutral,
surprised,
neutral,
angry,
angry,
disgusted,
disgusted,
fearful,
surprised,
neutral,
neutral,
fearful,
angry,
angry,
fearful,
angry,
angry,
disgusted,
angry,
surprised,
disgusted,
disgusted,
angry,
fearful,
surprised,
fearful,
disgusted,
angry,
surprised,
disgusted,
angry,
disgusted,
angry,
fearful,
surprised,
surprised,
neutral,
neutral,
angry,
neutral,
surprised,
disgusted,
neutral,
disgusted,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
angry,
angry,
surprised,
angry,
neutral,
disgusted,
surprised,
neutral,
angry,
angry,
angry,
surprised,
neutral,
angry,
disgusted,
fearful,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
neutral,
disgusted,
disgusted,
surprised,
neutral,
surprised,
angry,
angry,
fearful,
fearful,
surprised,
fearful,
neutral,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
surprised,
angry,
surprised,
neutral,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
angry,
disgusted,
disgusted,
neutral,
neutral,
fearful,
disgusted,
angry,
neutral,
neutral,
angry,
fearful,
neutral,
angry,
fearful,
neutral,
fearful,
angry,
neutral,
disgusted,
angry,
disgusted,
surprised,
neutral,
angry,
angry,
angry,
disgusted,
surprised,
surprised,
angry,
disgusted,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
fearful,
fearful,
angry,
angry,
angry,
angry,
disgusted,
angry,
surprised,
angry,
disgusted,
angry,
fearful,
angry,
angry,
angry,
angry,
angry,
angry,
disgusted,
angry,
angry,
fearful,
surprised,
neutral,
surprised,
angry,
disgusted,
angry,
disgusted,
neutral,
disgusted,
angry,
neutral,
fearful,
fearful,
neutral,
angry,
angry,
disgusted,
neutral,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
angry,
angry,
disgusted,
disgusted,
angry,
surprised,
fearful,
sad,
disgusted,
neutral,
angry,
fearful,
angry,
sad,
fearful,
fearful,
surprised,
angry,
angry,
angry,
angry,
disgusted,
surprised,
disgusted,
surprised,
disgusted,
angry,
angry,
angry,
neutral,
angry,
disgusted,
angry,
surprised,
disgusted,
neutral,
angry,
angry,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
neutral,
surprised,
angry,
disgusted,
fearful,
disgusted,
disgusted,
angry,
angry,
surprised,
surprised,
disgusted,
neutral,
angry,
angry,
fearful,
surprised,
fearful,
surprised,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
neutral,
neutral,
angry,
disgusted,
surprised,
disgusted,
disgusted,
angry,
neutral,
neutral,
angry,
neutral,
angry,
disgusted,
fearful,
angry,
angry,
surprised,
disgusted,
disgusted,
fearful,
angry,
angry,
angry,
fearful,
disgusted,
surprised,
surprised,
disgusted,
fearful,
disgusted,
angry,
disgusted,
surprised,
neutral,
surprised,
angry,
angry,
neutral,
disgusted,
angry,
neutral,
fearful,
disgusted,
angry,
fearful,
angry,
angry,
fearful,
angry,
disgusted,
surprised,
disgusted,
surprised,
angry,
sad,
neutral,
angry,
surprised,
neutral,
angry,
angry,
surprised,
fearful,
surprised,
angry,
disgusted,
neutral,
sad,
neutral,
fearful,
angry,
surprised,
fearful,
angry,
angry,
surprised,
disgusted,
angry,
angry,
surprised,
surprised,
surprised,
angry,
fearful,
neutral,
angry,
angry,
angry,
disgusted,
surprised,
surprised,
surprised,
surprised,
disgusted,
neutral,
angry,
surprised,
angry,
sad,
surprised,
surprised,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
surprised,
fearful,
fearful,
surprised,
fearful,
disgusted,
surprised,
disgusted,
fearful,
neutral,
angry,
disgusted,
disgusted,
surprised,
neutral,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
surprised,
disgusted,
angry,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
neutral,
neutral,
surprised,
disgusted,
angry,
fearful,
disgusted,
surprised,
angry,
neutral,
surprised,
angry,
neutral,
angry,
disgusted,
disgusted,
surprised,
neutral,
surprised,
angry,
neutral,
fearful,
neutral,
angry,
fearful,
disgusted,
surprised,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
surprised,
disgusted,
neutral,
angry,
neutral,
fearful,
neutral,
fearful,
angry,
neutral,
neutral,
neutral,
disgusted,
disgusted,
surprised,
fearful,
fearful,
neutral,
neutral,
angry,
surprised,
disgusted,
angry,
fearful,
disgusted,
angry,
fearful,
surprised,
fearful,
neutral,
angry,
neutral,
neutral,
sad,
angry,
angry,
surprised,
disgusted,
disgusted,
surprised,
fearful,
fearful,
fearful,
disgusted,
disgusted,
disgusted,
surprised,
angry,
disgusted,
neutral,
disgusted,
surprised,
disgusted,
angry,
fearful,
surprised,
fearful,
angry,
disgusted,
neutral,
neutral,
surprised,
angry,
fearful,
angry,
disgusted,
angry,
surprised,
surprised,
surprised,
neutral,
neutral,
surprised,
disgusted,
fearful,
disgusted,
neutral,
angry,
angry,
neutral,
surprised,
neutral,
disgusted,
surprised,
neutral,
neutral,
surprised,
angry,
neutral,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
neutral,
neutral,
fearful,
disgusted,
fearful,
fearful,
angry,
angry,
fearful,
disgusted,
disgusted,
angry,
disgusted,
fearful,
neutral,
disgusted,
neutral,
fearful,
angry,
fearful,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
angry,
neutral,
angry,
neutral,
fearful,
angry,
neutral,
angry,
angry,
surprised,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
surprised,
angry,
angry,
angry,
angry,
angry,
angry,
angry,
angry,
neutral,
fearful,
angry,
neutral,
disgusted,
surprised,
neutral,
angry,
neutral,
angry,
disgusted,
neutral,
angry,
angry,
disgusted,
neutral,
fearful,
surprised,
angry,
angry,
disgusted,
angry,
surprised,
neutral,
disgusted,
neutral,
disgusted,
fearful,
fearful,
angry,
fearful,
sad,
surprised,
fearful,
surprised,
fearful,
neutral,
neutral,
neutral,
fearful,
angry,
disgusted,
angry,
angry,
disgusted,
neutral,
surprised,
angry,
angry,
neutral,
disgusted,
surprised,
neutral,
sad,
fearful,
angry,
angry,
angry,
surprised,
neutral,
fearful,
angry,
angry,
neutral,
disgusted,
neutral,
neutral,
neutral,
disgusted,
surprised,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
surprised,
neutral,
surprised,
angry,
neutral,
sad,
fearful,
neutral,
neutral,
surprised,
surprised,
angry,
disgusted,
neutral,
angry,
disgusted,
fearful,
fearful,
fearful,
neutral,
fearful,
angry,
disgusted,
surprised,
neutral,
angry,
angry,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
sad,
neutral,
disgusted,
angry,
disgusted,
fearful,
angry,
fearful,
surprised,
neutral,
disgusted,
neutral,
angry,
disgusted,
disgusted,
neutral,
disgusted,
neutral,
neutral,
angry,
surprised,
fearful,
disgusted,
surprised,
surprised,
angry,
disgusted,
surprised,
angry,
angry,
disgusted,
angry,
angry,
neutral,
angry,
angry,
angry,
neutral,
neutral,
angry,
angry,
neutral,
angry,
neutral,
neutral,
angry,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
neutral,
neutral,
fearful,
surprised,
disgusted,
fearful,
disgusted,
disgusted,
angry,
neutral,
disgusted,
angry,
surprised,
fearful,
surprised,
surprised,
fearful,
fearful,
sad,
disgusted,
surprised,
surprised,
disgusted,
disgusted,
angry,
angry,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
surprised,
fearful,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
angry,
angry,
fearful,
disgusted,
neutral,
neutral,
fearful,
fearful,
angry,
disgusted,
neutral,
surprised,
angry,
disgusted,
disgusted,
disgusted,
surprised,
angry,
neutral,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
neutral,
surprised,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
angry,
sad,
angry,
angry,
neutral,
fearful,
fearful,
angry,
angry,
fearful,
neutral,
disgusted,
angry,
surprised,
fearful,
fearful,
angry,
angry,
surprised,
fearful,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
angry,
fearful,
angry,
surprised,
surprised,
neutral,
angry,
angry,
angry,
disgusted,
neutral,
neutral,
surprised,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
angry,
angry,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
fearful,
disgusted,
fearful,
surprised,
disgusted,
neutral,
neutral,
neutral,
fearful,
disgusted,
fearful,
angry,
disgusted,
angry,
surprised,
disgusted,
angry,
angry,
angry,
fearful,
angry,
angry,
neutral,
fearful,
angry,
disgusted,
neutral,
neutral,
surprised,
disgusted,
surprised,
surprised,
disgusted,
neutral,
angry,
neutral,
angry,
surprised,
surprised,
neutral,
neutral,
angry,
surprised,
angry,
angry,
fearful,
disgusted,
disgusted,
neutral,
disgusted,
angry,
disgusted,
surprised,
angry,
neutral,
disgusted,
surprised,
disgusted,
fearful,
surprised,
surprised,
surprised,
neutral,
disgusted,
angry,
angry,
angry,
disgusted,
fearful,
disgusted,
fearful,
angry,
neutral,
angry,
neutral,
neutral,
surprised,
disgusted,
angry,
neutral,
surprised,
angry,
surprised,
angry,
disgusted,
neutral,
neutral,
surprised,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
neutral,
neutral,
angry,
surprised,
angry,
surprised,
neutral,
neutral,
angry,
fearful,
neutral,
neutral,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
surprised,
angry,
fearful,
angry,
angry,
disgusted,
fearful,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
angry,
fearful,
fearful,
fearful,
neutral,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
neutral,
neutral,
angry,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
fearful,
angry,
disgusted,
sad,
neutral,
disgusted,
angry,
neutral,
surprised,
angry,
angry,
angry,
angry,
angry,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
disgusted,
angry,
fearful,
fearful,
neutral,
neutral,
fearful,
angry,
angry,
neutral,
angry,
disgusted,
fearful,
fearful,
fearful,
fearful,
neutral,
angry,
surprised,
angry,
angry,
neutral,
surprised,
angry,
angry,
disgusted,
angry,
fearful,
disgusted,
sad,
surprised,
neutral,
surprised,
fearful,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
surprised,
fearful,
neutral,
angry,
surprised,
surprised,
angry,
disgusted,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
angry,
neutral,
fearful,
angry,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
angry,
disgusted,
neutral,
disgusted,
fearful,
angry,
disgusted,
disgusted,
neutral,
angry,
fearful,
angry,
surprised,
fearful,
angry,
angry,
angry,
angry,
angry,
sad,
angry,
neutral,
disgusted,
disgusted,
fearful,
angry,
fearful,
angry,
disgusted,
angry,
angry,
fearful,
neutral,
fearful,
surprised,
angry,
surprised,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
fearful,
angry,
angry,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
angry,
angry,
neutral,
fearful,
neutral,
disgusted,
angry,
angry,
angry,
fearful,
neutral,
disgusted,
surprised,
disgusted,
surprised,
neutral,
angry,
disgusted,
surprised,
angry,
angry,
disgusted,
angry,
fearful,
surprised,
disgusted,
neutral,
disgusted,
angry,
disgusted,
surprised,
disgusted,
surprised,
angry,
fearful,
neutral,
angry,
surprised,
neutral,
neutral,
fearful,
neutral,
surprised,
neutral,
angry,
angry,
angry,
angry,
sad,
disgusted,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
angry,
neutral,
angry,
surprised,
fearful,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
neutral,
angry,
disgusted,
fearful,
disgusted,
neutral,
neutral,
surprised,
disgusted,
disgusted,
angry,
angry,
fearful,
disgusted,
fearful,
disgusted,
neutral,
fearful,
neutral,
surprised,
angry,
angry,
fearful,
angry,
neutral,
disgusted,
neutral,
surprised,
surprised,
fearful,
angry,
fearful,
neutral,
surprised,
surprised,
surprised,
neutral,
fearful,
neutral,
neutral,
disgusted,
sad,
angry,
angry,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
fearful,
angry,
surprised,
disgusted,
surprised,
surprised,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
neutral,
neutral,
disgusted,
angry,
surprised,
disgusted,
neutral,
angry,
surprised,
neutral,
angry,
angry,
angry,
angry,
angry,
surprised,
angry,
disgusted,
surprised,
disgusted,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
neutral,
surprised,
surprised,
disgusted,
neutral,
surprised,
neutral,
angry,
sad,
disgusted,
neutral,
fearful,
disgusted,
neutral,
fearful,
angry,
angry,
fearful,
fearful,
neutral,
angry,
angry,
angry,
angry,
fearful,
surprised,
angry,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
disgusted,
surprised,
neutral,
angry,
disgusted,
sad,
neutral,
surprised,
fearful,
disgusted,
angry,
disgusted,
angry,
angry,
neutral,
disgusted,
neutral,
neutral,
angry,
sad,
disgusted,
disgusted,
disgusted,
angry,
neutral,
angry,
fearful,
angry,
disgusted,
disgusted,
neutral,
surprised,
angry,
fearful,
neutral,
angry,
sad,
angry,
neutral,
fearful,
angry,
angry,
disgusted,
disgusted,
angry,
fearful,
neutral,
surprised,
disgusted,
surprised,
disgusted,
angry,
surprised,
sad,
neutral,
disgusted,
disgusted,
neutral,
fearful,
angry,
angry,
angry,
angry,
neutral,
fearful,
surprised,
disgusted,
neutral,
angry,
disgusted,
neutral,
fearful,
neutral,
neutral,
surprised,
neutral,
angry,
fearful,
disgusted,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
fearful,
neutral,
sad,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
fearful,
disgusted,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
angry,
disgusted,
fearful,
disgusted,
surprised,
angry,
angry,
disgusted,
angry,
surprised,
fearful,
angry,
angry,
neutral,
neutral,
disgusted,
fearful,
angry,
neutral,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
fearful,
fearful,
fearful,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
angry,
disgusted,
neutral,
angry,
angry,
angry,
fearful,
angry,
surprised,
angry,
angry,
angry,
surprised,
disgusted,
fearful,
disgusted,
neutral,
disgusted,
surprised,
angry,
sad,
neutral,
neutral,
disgusted,
surprised,
angry,
surprised,
fearful,
fearful,
fearful,
angry,
angry,
surprised,
disgusted,
angry,
fearful,
angry,
surprised,
surprised,
surprised,
surprised,
angry,
surprised,
angry,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
surprised,
angry,
neutral,
disgusted,
surprised,
angry,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
neutral,
fearful,
disgusted,
angry,
angry,
angry,
neutral,
fearful,
angry,
fearful,
angry,
surprised,
fearful,
sad,
angry,
disgusted,
neutral,
angry,
angry,
surprised,
fearful,
angry,
angry,
neutral,
surprised,
surprised,
angry,
disgusted,
neutral,
angry,
fearful,
neutral,
disgusted,
fearful,
disgusted,
surprised,
neutral,
neutral,
neutral,
sad,
disgusted,
neutral,
fearful,
angry,
angry,
neutral,
disgusted,
angry,
neutral,
angry,
neutral,
surprised,
disgusted,
neutral,
fearful,
fearful,
disgusted,
angry,
angry,
angry,
surprised,
angry,
angry,
fearful,
neutral,
fearful,
disgusted,
surprised,
angry,
disgusted,
disgusted,
neutral,
angry,
angry,
fearful,
disgusted,
angry,
surprised,
fearful,
disgusted,
surprised,
angry,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
angry,
fearful,
angry,
disgusted,
surprised,
surprised,
angry,
neutral,
neutral,
neutral,
surprised,
disgusted,
fearful,
neutral,
angry,
disgusted,
surprised,
angry,
fearful,
neutral,
disgusted,
disgusted,
angry,
fearful,
angry,
fearful,
angry,
angry,
fearful,
angry,
angry,
neutral,
sad,
angry,
surprised,
angry,
fearful,
surprised,
neutral,
surprised,
fearful,
angry,
angry,
disgusted,
neutral,
angry,
surprised,
fearful,
fearful,
disgusted,
fearful,
surprised,
fearful,
disgusted,
fearful,
disgusted,
surprised,
fearful,
angry,
surprised,
neutral,
angry,
neutral,
disgusted,
angry,
neutral,
disgusted,
neutral,
angry,
angry,
angry,
angry,
angry,
neutral,
neutral,
neutral,
disgusted,
angry,
fearful,
angry,
angry,
angry,
angry,
surprised,
disgusted,
angry,
surprised,
neutral,
angry,
neutral,
fearful,
fearful,
disgusted,
fearful,
angry,
disgusted,
disgusted,
disgusted,
angry,
fearful,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
disgusted,
angry,
surprised,
fearful,
angry,
angry,
fearful,
angry,
disgusted,
neutral,
disgusted,
surprised,
disgusted,
surprised,
surprised,
disgusted,
fearful,
fearful,
fearful,
disgusted,
fearful,
fearful,
disgusted,
fearful,
angry,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
angry,
neutral,
angry,
fearful,
angry,
neutral,
angry,
angry,
angry,
neutral,
fearful,
fearful,
surprised,
neutral,
angry,
neutral,
neutral,
disgusted,
neutral,
disgusted,
disgusted,
surprised,
angry,
surprised,
neutral,
disgusted,
fearful,
disgusted,
fearful,
angry,
fearful,
disgusted,
fearful,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
angry,
fearful,
disgusted,
disgusted,
disgusted,
angry,
fearful,
disgusted,
neutral,
fearful,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
fearful,
neutral,
neutral,
disgusted,
fearful,
neutral,
neutral,
disgusted,
fearful,
neutral,
angry,
disgusted,
disgusted,
neutral,
angry,
angry,
neutral,
disgusted,
fearful,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
disgusted,
angry,
surprised,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
angry,
fearful,
disgusted,
angry,
angry,
fearful,
disgusted,
neutral,
disgusted,
neutral,
neutral,
fearful,
angry,
neutral,
fearful,
fearful,
angry,
neutral,
disgusted,
fearful,
fearful,
fearful,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
neutral,
surprised,
angry,
surprised,
disgusted,
angry,
surprised,
sad,
fearful,
disgusted,
surprised,
surprised,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
angry,
fearful,
angry,
fearful,
surprised,
neutral,
surprised,
fearful,
surprised,
angry,
angry,
surprised,
fearful,
surprised,
fearful,
angry,
neutral,
angry,
sad,
angry,
neutral,
angry,
surprised,
angry,
angry,
angry,
disgusted,
neutral,
surprised,
surprised,
neutral,
angry,
angry,
neutral,
fearful,
fearful,
angry,
disgusted,
fearful,
surprised,
angry,
surprised,
angry,
angry,
angry,
angry,
sad,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
angry,
angry,
surprised,
disgusted,
angry,
disgusted,
neutral,
neutral,
neutral,
surprised,
angry,
fearful,
angry,
angry,
surprised,
angry,
surprised,
neutral,
angry,
fearful,
angry,
angry,
disgusted,
neutral,
neutral,
neutral,
fearful,
fearful,
disgusted,
